GCA_000633085.1	PRJNA241077	SAMN02713587	Contig	31/10/2008	Georgia: Tbilissi	pulmonary tuberculosis	The strain was isolated from a sputum of a patient with pulmonary tuberculosis
GCA_000681095.1	PRJNA229640	SAMN02419601	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000681115.1	PRJNA229641	SAMN02419602	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000681135.1	PRJNA229644	SAMN02419604	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000681155.1	PRJNA229645	SAMN02419605	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000681175.1	PRJNA229646	SAMN02419606	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000681195.1	PRJNA229647	SAMN02419607	Scaffold	2013	Belarus	NULL	Excreted bodily substance
GCA_000681215.1	PRJNA229648	SAMN02419608	Scaffold	2013	Belarus	NULL	Excreted bodily substance
GCA_000681235.1	PRJNA229650	SAMN02419610	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000681255.1	PRJNA229651	SAMN02419611	Scaffold	2013	Belarus	NULL	Excreted bodily substance
GCA_000681275.1	PRJNA229652	SAMN02419612	Scaffold	2013	Belarus	NULL	Excreted bodily substance
GCA_000681295.1	PRJNA229653	SAMN02419613	Scaffold	2013	Belarus	NULL	Excreted bodily substance
GCA_000681315.1	PRJNA229654	SAMN02419614	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000681335.1	PRJNA221504	SAMN02364079	Scaffold	15/3/2011	Taiwan	NULL	Bodily Fluid
GCA_000685425.1	PRJNA241143	SAMN02688394	Contig	12/4/2007	Taiwan: Kaohsiung	Mycobacterium tuberculosis	sputum
GCA_000689535.1	PRJEB5700	SAMEA3139015	Contig	NULL	NULL	NULL	NULL
GCA_000695365.1	PRJNA245062	SAMN02731427	Contig	11/10/2011	India: Sakoli, Bhandara, Maharashtra	Tuberculosis meningitis	cerebrospinal fluid
GCA_000698475.1	PRJNA178919	SAMN02803802	Complete Genome	1998	Korea	NULL	human-associated habitat
GCA_000705655.1	PRJNA247465	SAMN02777350	Contig	13/12/2012	France: Paris	disseminated BCGitis	sputum
GCA_000705705.1	PRJNA237424	SAMN02628517	Scaffold	1/4/2012	Iran	NULL	NULL
GCA_000705725.1	PRJNA235542	SAMN02586032	Scaffold	19/6/2013	South Africa: King Dinuzulu Hospital	NULL	sputum
GCA_000705745.1	PRJNA235524	SAMN02586014	Scaffold	24/7/2013	South Africa: King Dinuzulu Hospital	NULL	sputum
GCA_000705765.1	PRJNA235441	SAMN02585931	Scaffold	16/6/2013	South Africa: Durban Chest Clinic	NULL	missing
GCA_000705785.1	PRJNA233375	SAMN02567723	Scaffold	22/3/2013	Romania	NULL	sputum
GCA_000705805.1	PRJNA233372	SAMN02567720	Scaffold	21/2/2013	Romania	NULL	sputum
GCA_000705825.1	PRJNA233367	SAMN02567715	Scaffold	9/5/2013	Romania	NULL	sputum
GCA_000705845.1	PRJNA233366	SAMN02567714	Scaffold	28/2/2013	Romania	NULL	sputum
GCA_000705865.1	PRJNA233352	SAMN02567700	Scaffold	1/3/2013	Romania	NULL	sputum
GCA_000705885.1	PRJNA229350	SAMN02414985	Scaffold	2012	Sweden	NULL	gland
GCA_000705905.1	PRJNA229305	SAMN02414940	Scaffold	2010	Sweden	NULL	sputum
GCA_000705925.1	PRJNA229276	SAMN02414911	Scaffold	2008	Sweden	NULL	sputum
GCA_000705945.1	PRJNA229258	SAMN02414893	Scaffold	2007	Sweden	NULL	abscess
GCA_000705965.1	PRJNA229254	SAMN02414889	Scaffold	2007	Sweden	NULL	sputum
GCA_000705985.1	PRJNA229245	SAMN02414880	Scaffold	2007	Sweden	NULL	sputum
GCA_000706005.1	PRJNA229208	SAMN02414843	Scaffold	2004	Sweden	NULL	sputum
GCA_000706025.1	PRJNA235847	SAMN02599181	Scaffold	2003	India: Tiruvallur	NULL	sputum
GCA_000706045.1	PRJNA235843	SAMN02599177	Scaffold	2003	India: Tiruvallur	NULL	sputum
GCA_000706065.1	PRJNA235839	SAMN02599173	Scaffold	2003	India: Tiruvallur	NULL	sputum
GCA_000706085.1	PRJNA235785	SAMN02599119	Scaffold	2003	India: Tiruvallur	NULL	sputum
GCA_000706105.1	PRJNA235761	SAMN02599095	Scaffold	2003	India: Tiruvallur	NULL	sputum
GCA_000706125.1	PRJNA235725	SAMN02599060	Scaffold	2003	India: Tiruvallur	NULL	sputum
GCA_000706145.1	PRJNA235666	SAMN02599001	Scaffold	2002	India: Tiruvallur	NULL	sputum
GCA_000706165.1	PRJNA228046	SAMN02403493	Scaffold	missing	South Africa	NULL	missing
GCA_000706185.1	PRJNA211720	SAMN02231187	Scaffold	missing	Mali: Point G Hospital	NULL	bodily fluid
GCA_000706205.1	PRJNA211673	SAMN02231140	Scaffold	missing	Mali: Point G Hospital	NULL	bodily fluid
GCA_000706225.1	PRJNA211664	SAMN02231131	Scaffold	missing	Mali: Point G Hospital	NULL	bodily fluid
GCA_000706245.1	PRJNA211659	SAMN02231126	Scaffold	missing	Mali: Point G Hospital	NULL	bodily fluid
GCA_000706265.1	PRJNA234645	SAMN02584669	Scaffold	14/10/2010	Moldova: Chisinau	NULL	NULL
GCA_000706285.1	PRJNA234628	SAMN02584657	Scaffold	7/10/2010	Moldova: Chisinau	NULL	NULL
GCA_000706305.1	PRJNA234626	SAMN02584656	Scaffold	22/10/2010	Moldova: Chisinau	NULL	NULL
GCA_000706325.1	PRJNA234623	SAMN02584654	Scaffold	27/10/2010	Moldova: Chisinau	NULL	NULL
GCA_000706345.1	PRJNA234617	SAMN02584650	Scaffold	27/10/2010	Moldova: Chisinau	NULL	NULL
GCA_000706365.1	PRJNA234601	SAMN02584639	Scaffold	13/11/2010	Moldova: Chisinau	NULL	NULL
GCA_000706385.1	PRJNA234595	SAMN02584633	Scaffold	10/12/2010	Moldova: Chisinau	NULL	NULL
GCA_000706405.1	PRJNA234586	SAMN02584624	Scaffold	30/11/2010	Moldova: Chisinau	NULL	NULL
GCA_000706425.1	PRJNA234563	SAMN02584601	Scaffold	24/12/2010	Moldova: Chisinau	NULL	NULL
GCA_000706445.1	PRJNA229676	SAMN02419635	Scaffold	2012	Belarus	NULL	excreted bodily substance
GCA_000706465.1	PRJNA223604	SAMN02381049	Scaffold	NULL	Uganda	NULL	sputum
GCA_000706485.1	PRJNA219821	SAMN02360616	Scaffold	NULL	South Korea	NULL	NULL
GCA_000706505.1	PRJNA219805	SAMN02360600	Scaffold	NULL	South Korea	NULL	NULL
GCA_000706525.1	PRJNA219768	SAMN02360563	Scaffold	NULL	South Korea	NULL	NULL
GCA_000706545.1	PRJNA183516	SAMN01828244	Scaffold	NULL	missing	NULL	bodily fluid
GCA_000706565.1	PRJNA235591	SAMN02586081	Contig	23/7/2013	Ethembeni Clinic	NULL	sputum
GCA_000706665.1	PRJNA246436	SAMN02767600	Complete Genome	17/5/2006	South Korea	Tuberculosis	sputum
GCA_000706785.1	PRJNA219780	SAMN02360575	Scaffold	NULL	South Korea	NULL	NULL
GCA_000709575.1	PRJNA210727	SAMN02864882	Scaffold	2009-10	China	NULL	sputum
GCA_000709595.1	PRJNA210122	SAMN02864886	Scaffold	2009-08	China	NULL	sputum
GCA_000709615.1	PRJNA210813	SAMN02864883	Scaffold	2009-11	China	NULL	sputum
GCA_000709635.1	PRJNA210816	SAMN02864885	Scaffold	2009-12	China	NULL	sputum
GCA_000709655.1	PRJNA210815	SAMN02864881	Scaffold	2010-03	China	NULL	sputum
GCA_000709675.1	PRJNA212149	SAMN02864847	Scaffold	2010-11	China	NULL	sputum
GCA_000709695.1	PRJNA212150	SAMN02864884	Scaffold	2010-11	China	NULL	sputum
GCA_000711635.1	PRJNA233350	SAMN02567698	Contig	15/2/2013	Romania	NULL	sputum
GCA_000711645.1	PRJNA237414	SAMN02628507	Contig	1/7/2012	Iran	NULL	NULL
GCA_000711655.1	PRJNA234558	SAMN02584596	Contig	17/12/2010	Moldova: Chisinau	NULL	NULL
GCA_000010685.1	PRJDA31211	SAMD00060950	Complete Genome	NULL	NULL	NULL	NULL
GCA_000715415.1	PRJNA252971	SAMN02820311	Contig	16/2/2004	Thailand	tuberculosis	sputum sample
GCA_000729745.1	PRJNA214551	SAMN02899098	Contig	2009	Argentina: Buenos Aires, Balcarce	Bovine Tuberculosis	Tissue samples
GCA_000729765.1	PRJNA214551	SAMN02899232	Contig	2000	Argentina: Buenos Aires	Bovine Tuberculosis	Tissue samples
GCA_000729755.1	PRJNA214551	SAMN02899231	Contig	2000	Argentina: Buenos Aires	Bovine Tuberculosis	Tissue samples
GCA_000735595.1	PRJNA248335	SAMN02797828	Contig	28/7/2006	Taiwan: Kaohsiung	missing	sputum
GCA_000737385.1	PRJNA248335	SAMN02797826	Scaffold	18/8/2008	Taiwan: Kaohsiung	Mycobacterium tuberculosis	sputum
GCA_000738445.1	PRJNA256478	SAMN02943514	Complete Genome	2013	China	NULL	NULL
GCA_000738475.1	PRJNA256478	SAMN02943515	Complete Genome	2013	NULL	NULL	NULL
GCA_000743595.1	PRJNA259167	SAMN03002394	Contig	29/5/2013	India: Chennai	Tuberculosis	sputum
GCA_000746805.1	PRJNA47933	SAMN03013397	Chromosome	NULL	NULL	NULL	NULL
GCA_000749625.1	PRJNA214551	SAMN02902638	Contig	2008	Brazil: Paran, Palmeiras	Bovine Tuberculosis	tissue sample
GCA_000749615.1	PRJNA214551	SAMN02902640	Contig	2008	Brazil: Minas Gerais, Uberlandia	Bovine Tuberculosis	tissue sample
GCA_000749605.1	PRJNA214551	SAMN02902641	Contig	2009	Brazil: Sao Paulo, Presidente Venceslau	Bovine Tuberculosis	tissue sample
GCA_000749665.1	PRJNA214551	SAMN02902644	Contig	2003	Brazil: Mato Grosso do Sul, Dois Irmaos do Buriti	Bovine Tuberculosis	tissue sample
GCA_000749675.1	PRJNA214551	SAMN02902642	Contig	2008	Brazil: Sao Paulo, Boituva	Bovine Tuberculosis	tissue sample
GCA_000749685.1	PRJNA214551	SAMN02902635	Contig	2009	Argentina: Buenos Aires, Trenque Lauquen	Bovine Tuberculosis	tissue sample
GCA_000749725.1	PRJNA214551	SAMN02902634	Contig	1994	Argentina: Santa Fe, Las Colonias	Bovine Tuberculosis	tissue sample
GCA_000749745.1	PRJNA214551	SAMN02902645	Contig	2012	Brazil: Sao Paulo, Porangaba	Bovine Tuberculosis	tissue sample
GCA_000749765.1	PRJNA214551	SAMN02902639	Contig	2009	Brazil: Sao Paulo, Novo Castilho	Bovine Tuberculosis	tissue sample
GCA_000749785.1	PRJNA214551	SAMN02902637	Contig	2008	Brazil: Minas Gerais, Arax	Bovine Tuberculosis	tissue sample
GCA_000749805.1	PRJNA214551	SAMN02902636	Contig	2009	Argentina: Buenos Aires, Balcarce	Bovine Tuberculosis	tissue sample
GCA_000749825.1	PRJNA214551	SAMN02902643	Contig	2009	Brazil: Acre, Tarauac	Bovine Tuberculosis	tissue sample
GCA_000751435.1	PRJEB6629	SAMEA2613829	Contig	NULL	NULL	NULL	NULL
GCA_000751795.1	PRJEB7009	SAMEA2707494	Contig	NULL	NULL	NULL	NULL
GCA_000715195.2	PRJNA252033	SAMN02848645	Contig	25/2/2010	India: Chennai	Tuberculosis	Sputum
GCA_000751475.1	PRJNA47941	SAMN03020718	Chromosome	NULL	NULL	NULL	NULL
GCA_000751615.1	PRJNA47935	SAMN03020719	Chromosome	NULL	NULL	NULL	NULL
GCA_000756525.1	PRJNA253748	SAMN02887314	Complete Genome	1995	China: Beijing	tuberculosis	sputum
GCA_000756545.1	PRJNA253748	SAMN02874015	Complete Genome	1996	Philippines	tuberculosis	sputum
GCA_000758245.1	PRJNA260835	SAMN03067437	Complete Genome	missing	United Kingdom: Surrey	Tuberculosis	tuberculous cow
GCA_000313215.2	PRJNA176960	SAMN02471862	Contig	2011	Malaysia: University Malaya Medical Center	NULL	sputum
GCA_000786505.1	PRJEB4916	SAMEA3865285	Complete Genome	NULL	NULL	NULL	NULL
GCA_000803725.1	PRJNA267046	SAMN03177466	Contig	19/7/2005	South Korea: Changwon	tuberculosis	Tuberculosis Patient
GCA_000803735.1	PRJNA267045	SAMN03177465	Contig	1/6/2005	South Korea: Changwon	tuberculosis	Tuberculosis Patient
GCA_000803745.1	PRJNA266909	SAMN03175163	Contig	17/5/2005	South Korea: Changwon	tuberculosis	tuberculosis patient
GCA_000803755.1	PRJNA267047	SAMN03177469	Contig	21/7/2005	South Korea: Changwon	tuberculosis	Tuberculosis Patient
GCA_000803805.1	PRJNA267048	SAMN03177470	Contig	27/7/2005	South Korea: Changwon	tuberculosis	Tuberculosis Patient
GCA_000803825.1	PRJNA267049	SAMN03177471	Contig	26/8/2005	South Korea: Changwon	tuberculosis	Tuberculosis Patient
GCA_000803845.1	PRJNA267050	SAMN03177473	Contig	23/8/2005	South Korea: Changwon	tuberculosis	Tuberculosis Patient
GCA_000803865.1	PRJNA267051	SAMN03177474	Contig	1/8/2005	South Korea: Changwon	tuberculosis	Tuberculosis Patient
GCA_000803885.1	PRJNA267052	SAMN03177475	Contig	7/11/2005	South Korea: Changwon	tuberculosis	Tuberculosis Patient
GCA_000803905.1	PRJNA267053	SAMN03177477	Contig	12/5/2006	South Korea: Changwon	tuberculosis	Tuberculosis Patient
GCA_000803925.1	PRJNA267054	SAMN03177478	Contig	14/6/2006	South Korea: Changwon	tuberculosis	Tuberculosis Patient
GCA_000803945.1	PRJNA267143	SAMN03177480	Contig	3/5/2005	South Korea: Changwon	tuberculosis	Tuberculosis Patient
GCA_000803965.1	PRJNA267144	SAMN03177481	Contig	7/6/2005	South Korea: Changwon	tuberculosis	Tuberculosis Patient
GCA_000803985.1	PRJNA267146	SAMN03177483	Contig	10/8/2005	South Korea: Changwon	tuberculosis	Tuberculosis Patient
GCA_000804005.1	PRJNA267147	SAMN03177484	Contig	8/8/2005	South Korea: Changwon	tuberculosis	Tuberculosis Patient
GCA_000804025.1	PRJNA267149	SAMN03177485	Contig	24/8/2005	South Korea: Changwon	tuberculosis	Tuberculosis Patient
GCA_000804045.1	PRJNA267150	SAMN03177486	Contig	13/9/2005	South Korea: Changwon	tuberculosis	Tuberculosis Patient
GCA_000804055.1	PRJNA267151	SAMN03177487	Contig	7/9/2005	South Korea: Changwon	tuberculosis	Tuberculosis Patient
GCA_000804065.1	PRJNA267152	SAMN03177488	Contig	29/9/2005	South Korea: Changwon	tuberculosis	Tuberculosis Patient
GCA_000804105.1	PRJNA267153	SAMN03177489	Contig	11/11/2005	South Korea: Changwon	tuberculosis	Tuberculosis Patient
GCA_000804125.1	PRJNA267154	SAMN03177490	Contig	21/11/2005	South Korea: Changwon	tuberculosis	Tuberculosis Patient
GCA_000804145.1	PRJNA267155	SAMN03177491	Contig	13/12/2005	South Korea: Changwon	tuberculosis	Tuberculosis Patient
GCA_000804165.1	PRJNA267156	SAMN03177492	Contig	16/12/2005	South Korea: Changwon	tuberculosis	Tuberculosis Patient
GCA_000804185.1	PRJNA267157	SAMN03177493	Contig	23/1/2006	South Korea: Changwon	tuberculosis	Tuberculosis Patient
GCA_000804205.1	PRJNA267158	SAMN03177494	Contig	6/3/2006	South Korea: Changwon	tuberculosis	Tuberculosis Patient
GCA_000804225.1	PRJNA267159	SAMN03177495	Contig	25/4/2006	South Korea: Changwon	tuberculosis	Tuberculosis Patient
GCA_000804245.1	PRJNA267160	SAMN03177496	Contig	29/5/2006	South Korea: Changwon	tuberculosis	Tuberculosis Patient
GCA_000804265.1	PRJNA267162	SAMN03177497	Contig	24/5/2006	South Korea: Changwon	tuberculosis	Tuberculosis Patient
GCA_000804285.1	PRJNA267512	SAMN03196604	Contig	8/8/2005	South Korea: Changwon	tuberculosis	Tuberculosis Patient
GCA_000805885.1	PRJNA270259	SAMN03265108	Contig	15/12/2007	Thailand: Kanchanaburi Province	tuberculosis	sputum
GCA_000827085.1	PRJNA232612	SAMN03287041	Complete Genome	NULL	NULL	NULL	NULL
GCA_000828995.1	PRJDB1582	SAMD00000334	Complete Genome	1951	Japan:Tokyo	NULL	NULL
GCA_000831245.1	PRJNA260834	SAMN03067436	Complete Genome	1934	USA:New York	Tuberculosis	Derivative of strain H37
GCA_000835125.1	PRJNA236012	SAMN02595073	Chromosome	NULL	NULL	NULL	NULL
GCA_000878485.1	PRJNA272571	SAMN03290670	Contig	16/6/2014	South Korea: Pocheon	Tuberculosis	Laryngopharyngeal lymph node
GCA_000934585.1	PRJNA196391	SAMN03290698	Chromosome	14/4/2014	Malaysia: Kuala Lumpur	Tuberculosis	CSF
GCA_000947875.1	PRJEB7270	SAMEA2794672	Scaffold	NULL	NULL	NULL	NULL
GCA_000947895.1	PRJEB7272	SAMEA2794682	Scaffold	NULL	NULL	NULL	NULL
GCA_000830545.2	PRJNA271051	SAMN03272559	Contig	2014	Russia: Ural, Kurgan city	tuberculosis	sputum
GCA_000016145.1	PRJNA18883	SAMN02603128	Complete Genome	NULL	NULL	NULL	NULL
GCA_000966355.1	PRJNA254202	SAMN02900753	Scaffold	2005	Mexico: Monterrey	Non-nodular diffuse lepromatous leprosy	skin biopsy
GCA_000967285.1	PRJNA18279	SAMEA4532327	Complete Genome	NULL	NULL	NULL	NULL
GCA_000972185.1	PRJNA276274	SAMN03372109	Contig	2010	New Zealand: Auckland	tuberculosis	sputum
GCA_000972445.1	PRJNA272470	SAMN03338744	Contig	2010	Malaysia: Kuala Lumpur	Tuberculosis	sputum
GCA_000972465.1	PRJNA272470	SAMN03338742	Contig	2010	Malaysia: Kuala Lumpur	Tuberculosis	sputum
GCA_000972425.1	PRJNA272470	SAMN03338743	Contig	2010	Malaysia: Kuala Lumpur	Tuberculosis	sputum
GCA_000981265.1	PRJNA280727	SAMN03460429	Contig	16/6/2013	Russia:Moscow	caseous pneumonia	sputum from 11 year old male patient with diagnosed caseous pneumonia
GCA_000982795.1	PRJEB2777	SAMEA1523354	Scaffold	2008/2014	South Africa: Durban	NULL	sputum
GCA_000016925.1	PRJNA15642	SAMN00103286	Complete Genome	NULL	missing	NULL	missing
GCA_001017695.1	PRJNA282588	SAMN03496755	Contig	16/4/2013	Russia: Moscow	infiltrative tuberculosis	sputum
GCA_001021405.1	PRJNA284995	SAMN03734844	Contig	2005-01	USA: CA, San Francisco	lung disease	sputum
GCA_001021415.1	PRJNA284995	SAMN03734842	Contig	2005-01	USA: CA, San Francisco	lung disease	sputum
GCA_001021435.1	PRJNA284995	SAMN03734843	Contig	2005-01	USA: CA, San Francisco	lung disease	sputum
GCA_001021485.1	PRJNA284995	SAMN03734845	Contig	2005-01	USA: CA, San Francisco	lung disease	sputum
GCA_000155795.1	PRJNA30979	SAMN02595232	Scaffold	NULL	NULL	NULL	NULL
GCA_001043255.1	PRJNA251957	SAMN02864173	Complete Genome	2012-06	China	tubercolusis	human
GCA_001049395.1	PRJEB8432	SAMEA3246143	Scaffold	NULL	Ethiopia	NULL	NULL
GCA_001049415.1	PRJEB8432	SAMEA3250476	Scaffold	NULL	Ethiopia	NULL	NULL
GCA_001049435.1	PRJEB8432	SAMEA3250477	Scaffold	NULL	Ethiopia	NULL	NULL
GCA_001049455.1	PRJEB8432	SAMEA3250478	Scaffold	NULL	Ethiopia	NULL	NULL
GCA_001049475.1	PRJEB8432	SAMEA3250479	Scaffold	NULL	Ethiopia	NULL	NULL
GCA_001051255.1	PRJNA272470	SAMN03338741	Scaffold	2010	Malaysia: Kuala Lumpur	Tuberculosis	CSF
GCA_001078615.1	PRJNA285833	SAMN03761171	Complete Genome	2012	Korea	Bovine Tuberculosis	tissue sample
GCA_001083085.1	PRJEB2777	SAMEA1317617	Scaffold	2008/2014	South Africa: Stellenbosch	NULL	sputum
GCA_001083565.1	PRJEB2777	SAMEA1523381	Contig	2008/2014	South Africa: Durban	NULL	sputum
GCA_001084845.1	PRJEB2424	SAMEA787748	Scaffold	1/10/2003	Uganda: Kampala	NULL	sputum
GCA_001085125.1	PRJEB2777	SAMEA1317655	Scaffold	2008/2014	South Africa: Stellenbosch	NULL	sputum
GCA_000159755.1	PRJNA34553	SAMN02595306	Scaffold	NULL	NULL	NULL	NULL
GCA_000159775.1	PRJNA34555	SAMN02595307	Scaffold	NULL	NULL	NULL	NULL
GCA_001086825.1	PRJNA289028	SAMN03840761	Contig	2010-05	Thailand	Tuberculosis	Sputum
GCA_001086985.1	PRJEB2777	SAMEA1523385	Scaffold	2008/2014	South Africa: Durban	NULL	sputum
GCA_001088225.1	PRJEB2777	SAMEA1317641	Scaffold	2008/2014	South Africa: Cape Town	NULL	sputum
GCA_001088285.1	PRJEB2424	SAMEA787732	Scaffold	1/10/2005	Uganda: Kampala	NULL	sputum
GCA_001088465.1	PRJEB2777	SAMEA1317637	Scaffold	2008/2014	South Africa: Stellenbosch	NULL	sputum
GCA_001088665.1	PRJEB2777	SAMEA1523389	Contig	2008/2014	South Africa: Durban	NULL	sputum
GCA_001090285.1	PRJEB2424	SAMEA787717	Scaffold	1/8/2004	Uganda: Kampala	NULL	sputum
GCA_001090305.1	PRJEB2777	SAMEA1317635	Scaffold	2008/2014	South Africa: Cape Town	NULL	sputum
GCA_001090405.1	PRJEB2777	SAMEA1317675	Scaffold	2008/2014	South Africa: Stellenbosch	NULL	sputum
GCA_001091605.1	PRJEB2424	SAMEA787743	Scaffold	1/10/2003	Uganda: Kampala	NULL	sputum
GCA_001091965.1	PRJEB2777	SAMEA1523377	Scaffold	2008/2014	South Africa: Johannesburg	NULL	sputum
GCA_001092505.1	PRJEB2777	SAMEA1317662	Scaffold	2008/2014	South Africa: Cape Town	NULL	sputum
GCA_001093225.1	PRJEB2777	SAMEA1317618	Scaffold	2008/2014	South Africa: Stellenbosch	NULL	sputum
GCA_001094405.1	PRJEB2777	SAMEA1317631	Contig	2008/2014	South Africa: Stellenbosch	NULL	sputum
GCA_001096245.1	PRJEB2424	SAMEA787723	Scaffold	1/1/2004	Uganda: Kampala	NULL	sputum
GCA_001096785.1	PRJEB2424	SAMEA787739	Scaffold	1/11/2004	Uganda: Kampala	NULL	sputum
GCA_001096945.1	PRJEB2777	SAMEA1317664	Scaffold	2008/2014	South Africa: Stellenbosch	NULL	sputum
GCA_001097325.1	PRJEB2777	SAMEA1523386	Contig	2008/2014	South Africa: Brits	NULL	sputum
GCA_001097745.1	PRJEB2424	SAMEA787740	Scaffold	1/12/2004	Uganda: Kampala	NULL	sputum
GCA_001099065.1	PRJEB2777	SAMEA1523387	Scaffold	2008/2014	South Africa: Brits	NULL	sputum
GCA_001099745.1	PRJEB2777	SAMEA1523371	Scaffold	2008/2014	Malaysia: Kuala Lumpur	NULL	sputum
GCA_001099945.1	PRJEB2424	SAMEA787731	Scaffold	1/9/2004	Uganda: Kampala	NULL	sputum
GCA_001102605.1	PRJEB2777	SAMEA1317638	Scaffold	2008/2014	South Africa: Cape Town	NULL	sputum
GCA_001102685.1	PRJEB2777	SAMEA1523380	Scaffold	2008/2014	South Africa: Durban	NULL	sputum
GCA_001102705.1	PRJEB2777	SAMEA1317627	Scaffold	2008/2014	South Africa: Stellenbosch	NULL	sputum
GCA_001103285.1	PRJEB2424	SAMEA787741	Scaffold	1/12/2004	Uganda: Kampala	NULL	sputum
GCA_001103985.1	PRJEB2777	SAMEA1523359	Scaffold	2008/2014	Thailand: Nonthaburi	NULL	sputum
GCA_001105365.1	PRJEB2057	SAMEA968074	Scaffold	2000	Netherlands: Amsterdam	NULL	NULL
GCA_001105885.1	PRJEB2424	SAMEA787719	Scaffold	1/8/2004	Uganda: Kampala	NULL	sputum
GCA_001105945.1	PRJEB2777	SAMEA1523353	Scaffold	2008/2014	South Africa: Brits	NULL	sputum
GCA_001106545.1	PRJEB2424	SAMEA787713	Scaffold	1/4/2004	Uganda: Kampala	NULL	sputum
GCA_001107145.1	PRJEB2777	SAMEA1317657	Contig	2008/2014	South Africa: Cape Town	NULL	sputum
GCA_001109345.1	PRJEB2777	SAMEA1317660	Scaffold	2008/2014	South Africa: Stellenbosch	NULL	sputum
GCA_001110005.1	PRJEB2424	SAMEA787716	Scaffold	1/7/2004	Uganda: Kampala	NULL	sputum
GCA_001111525.1	PRJEB2777	SAMEA1317665	Scaffold	2008/2014	South Africa: Cape Town	NULL	sputum
GCA_001111885.1	PRJEB2777	SAMEA1523355	Contig	2008/2014	South Africa: Durban	NULL	sputum
GCA_001112325.1	PRJEB2777	SAMEA1523382	Scaffold	2008/2014	Thailand: Nonthaburi	NULL	sputum
GCA_001112865.1	PRJEB2057	SAMEA1706673	Scaffold	2000	Netherlands	NULL	NULL
GCA_001114085.1	PRJEB2777	SAMEA1523388	Contig	2008/2014	South Africa: Johannesburg	NULL	sputum
GCA_001115905.1	PRJEB2777	SAMEA1317653	Scaffold	2008/2014	South Africa: Cape Town	NULL	sputum
GCA_001116025.1	PRJEB2777	SAMEA1317676	Contig	2008/2014	South Africa: Stellenbosch	NULL	sputum
GCA_001116745.1	PRJEB2057	SAMEA968087	Scaffold	1996	Netherlands: Amsterdam	NULL	NULL
GCA_001117725.1	PRJEB2777	SAMEA1317629	Scaffold	2008/2014	South Africa: Stellenbosch	NULL	sputum
GCA_001118545.1	PRJEB2424	SAMEA787747	Scaffold	1/4/2004	Uganda: Kampala	NULL	sputum
GCA_001119505.1	PRJEB2777	SAMEA1317650	Scaffold	2008/2014	South Africa: Stellenbosch	NULL	sputum
GCA_001119665.1	PRJEB2424	SAMEA787745	Scaffold	1/4/2004	Uganda: Kampala	NULL	sputum
GCA_001119945.1	PRJEB2424	SAMEA787702	Scaffold	1/11/2004	Uganda: Kampala	NULL	sputum
GCA_001120965.1	PRJEB2424	SAMEA787714	Scaffold	1/8/2005	Uganda: Kampala	NULL	sputum
GCA_001121325.1	PRJEB2424	SAMEA787750	Scaffold	1/11/2003	Uganda: Kampala	NULL	sputum
GCA_001121545.1	PRJEB2777	SAMEA1523358	Scaffold	2008/2014	Malaysia: Kuala Lumpur	NULL	sputum
GCA_001121985.1	PRJEB2424	SAMEA787712	Scaffold	1/12/2004	Uganda: Kampala	NULL	sputum
GCA_001122345.1	PRJEB2777	SAMEA1317646	Contig	2008/2014	South Africa: Stellenbosch	NULL	sputum
GCA_001123765.1	PRJEB2777	SAMEA1523374	Scaffold	2008/2014	Thailand: Nonthaburi	NULL	sputum
GCA_001123785.1	PRJEB2424	SAMEA787754	Scaffold	1/12/2004	Uganda: Kampala	NULL	sputum
GCA_001125745.1	PRJEB2777	SAMEA1317626	Scaffold	2008/2014	South Africa: Stellenbosch	NULL	sputum
GCA_001125785.1	PRJEB2777	SAMEA1317669	Contig	2008/2014	South Africa: Stellenbosch	NULL	sputum
GCA_001126925.1	PRJEB2424	SAMEA787725	Scaffold	1/11/2006	Uganda: Kampala	NULL	sputum
GCA_001127945.1	PRJEB2424	SAMEA787756	Scaffold	1/4/2005	Uganda: Kampala	NULL	sputum
GCA_001128125.1	PRJEB2424	SAMEA787742	Scaffold	1/9/2003	Uganda: Kampala	NULL	sputum
GCA_001128725.1	PRJEB2057	SAMEA968216	Scaffold	1997	Netherlands: Amsterdam	NULL	NULL
